mmsi,distance_to_origin_50m,distance_to_origin_90m,min_distance_to_origin,mean_distance_to_origin,observation_count,observation_count_50_percent,observation_count_90_percent,first_candidate_timestamp,last_candidate_timestamp,track_duration_seconds,segment_count,dwell_duration_seconds,dwell_observation_count,stationary_observation_count,stationary_fraction,min_sog,max_sog,mean_sog,median_sog,sog_stddev,speed_change_count,speed_change_rate,heading_change_count,total_heading_change_degrees,mean_heading_change_degrees,max_heading_change_degrees,cog_available_fraction,heading_available_fraction,vessel_type,navigation_status,imo,draft,cargo
338173000,258.47574776056103,352.2016468573189,258.47574776056103,2181.2916707590975,18,1,17,2022-02-15T13:49:16+00:00,2022-02-15T14:12:38+00:00,1402.0,1,50278.0,18,3,0.16666666666666666,0.0,21.3,5.4944444444444445,2.0,7.067112915987707,10,25.67760342368046,17,1024.1000000000001,60.24117647058824,173.9,1.0,0.0,60.0,0.0,IMO9307774,1.9,60.0
367611250,51.79403259637727,503.078300823688,51.79403259637727,54.58931946512086,48,48,0,2022-02-15T13:30:57+00:00,2022-02-15T14:29:37+00:00,3520.0,1,3621.0,48,47,0.9791666666666666,0.0,0.6,0.15208333333333335,0.1,0.11106751508790237,0,0.0,34,981.7999999999998,20.889361702127655,127.69999999999999,1.0,0.0,90.0,0.0,IMO8987864,3.1,70.0
367659780,648.3483808740239,158.51358773614245,158.51358773614245,1121.7080409026541,5,0,5,2022-02-15T14:16:46+00:00,2022-02-15T14:22:23+00:00,337.0,1,403.0,5,0,0.0,16.3,16.4,16.340000000000003,16.3,0.05477225575051545,0,0.0,0,2.1000000000000085,0.5250000000000021,1.2000000000000028,1.0,0.0,60.0,0.0,IMO9780184,,70.0
