MMSI,BaseDateTime,LAT,LON,SOG,COG,Heading,VesselName,IMO,CallSign,VesselType,Status,Length,Width,Draft,Cargo,TransceiverClass,_sog_impossible,time_delta_seconds,gap_flag,segment_id
257073920,2021-12-31 19:42:21+00:00,29.02643,-90.03872,8.7,76.3,77.0,ISLAND VICTORY,IMO9745615,LFXV,99.0,3.0,124.0,25.0,8.2,99.0,A,False,,False,0
257073920,2021-12-31 19:43:22+00:00,29.02703,-90.036,8.7,76.5,77.0,ISLAND VICTORY,IMO9745615,LFXV,99.0,3.0,124.0,25.0,8.2,99.0,A,False,61.0,False,0
257073920,2021-12-31 19:44:31+00:00,29.02768,-90.03293,8.7,76.4,77.0,ISLAND VICTORY,IMO9745615,LFXV,99.0,3.0,124.0,25.0,8.2,99.0,A,False,69.0,False,0
257073920,2021-12-31 19:45:42+00:00,29.02837,-90.02977,8.7,76.3,78.0,ISLAND VICTORY,IMO9745615,LFXV,99.0,3.0,124.0,25.0,8.2,99.0,A,False,71.0,False,0
257073920,2021-12-31 19:47:02+00:00,29.02911,-90.02621,8.7,76.5,78.0,ISLAND VICTORY,IMO9745615,LFXV,99.0,3.0,124.0,25.0,8.2,99.0,A,False,80.0,False,0
257073920,2021-12-31 19:48:11+00:00,29.02978,-90.02315,8.7,76.5,77.0,ISLAND VICTORY,IMO9745615,LFXV,99.0,3.0,124.0,25.0,8.2,99.0,A,False,69.0,False,0
257073920,2021-12-31 19:49:22+00:00,29.03044,-90.01996,8.7,76.4,77.0,ISLAND VICTORY,IMO9745615,LFXV,99.0,3.0,124.0,25.0,8.2,99.0,A,False,71.0,False,0
257073920,2021-12-31 19:50:31+00:00,29.03111,-90.0169,8.7,76.2,78.0,ISLAND VICTORY,IMO9745615,LFXV,99.0,3.0,124.0,25.0,8.2,99.0,A,False,69.0,False,0
257073920,2021-12-31 19:51:42+00:00,29.03178,-90.01368,8.7,76.4,77.0,ISLAND VICTORY,IMO9745615,LFXV,99.0,3.0,124.0,25.0,8.2,99.0,A,False,71.0,False,0
257073920,2021-12-31 19:52:43+00:00,29.03237,-90.01102,8.6,76.3,78.0,ISLAND VICTORY,IMO9745615,LFXV,99.0,3.0,124.0,25.0,8.2,99.0,A,False,61.0,False,0
257073920,2021-12-31 19:53:51+00:00,29.033,-90.008,8.7,76.5,78.0,ISLAND VICTORY,IMO9745615,LFXV,99.0,3.0,124.0,25.0,8.2,99.0,A,False,68.0,False,0
257073920,2021-12-31 19:55:02+00:00,29.03368,-90.00484,8.6,76.7,78.0,ISLAND VICTORY,IMO9745615,LFXV,99.0,3.0,124.0,25.0,8.2,99.0,A,False,71.0,False,0
257073920,2021-12-31 19:56:12+00:00,29.03434,-90.00171,8.7,76.5,78.0,ISLAND VICTORY,IMO9745615,LFXV,99.0,3.0,124.0,25.0,8.2,99.0,A,False,70.0,False,0
257073920,2021-12-31 19:57:21+00:00,29.03498,-89.99861,8.7,76.6,78.0,ISLAND VICTORY,IMO9745615,LFXV,99.0,3.0,124.0,25.0,8.2,99.0,A,False,69.0,False,0
257073920,2021-12-31 19:58:31+00:00,29.03567,-89.9955,8.7,76.3,78.0,ISLAND VICTORY,IMO9745615,LFXV,99.0,3.0,124.0,25.0,8.2,99.0,A,False,70.0,False,0
257073920,2021-12-31 19:59:42+00:00,29.03632,-89.99238,8.7,76.6,78.0,ISLAND VICTORY,IMO9745615,LFXV,99.0,3.0,124.0,25.0,8.2,99.0,A,False,71.0,False,0
257073920,2021-12-31 20:00:01+00:00,29.0365,-89.99154,8.6,76.6,78.0,ISLAND VICTORY,IMO9745615,LFXV,99.0,3.0,124.0,25.0,8.2,99.0,A,False,19.0,False,0
257073920,2021-12-31 20:01:12+00:00,29.03715,-89.98838,8.7,76.5,78.0,ISLAND VICTORY,IMO9745615,LFXV,99.0,3.0,124.0,25.0,8.2,99.0,A,False,71.0,False,0
257073920,2021-12-31 20:02:22+00:00,29.03784,-89.98528,8.7,76.5,78.0,ISLAND VICTORY,IMO9745615,LFXV,99.0,3.0,124.0,25.0,8.2,99.0,A,False,70.0,False,0
257073920,2021-12-31 20:03:31+00:00,29.03848,-89.98218,8.7,76.3,77.0,ISLAND VICTORY,IMO9745615,LFXV,99.0,3.0,124.0,25.0,8.2,99.0,A,False,69.0,False,0
257073920,2021-12-31 20:04:41+00:00,29.03912,-89.97907,8.7,76.4,78.0,ISLAND VICTORY,IMO9745615,LFXV,99.0,3.0,124.0,25.0,8.2,99.0,A,False,70.0,False,0
257073920,2021-12-31 20:06:01+00:00,29.03988,-89.97551,8.6,76.4,77.0,ISLAND VICTORY,IMO9745615,LFXV,99.0,3.0,124.0,25.0,8.2,99.0,A,False,80.0,False,0
257073920,2021-12-31 20:07:13+00:00,29.04058,-89.9723,8.6,76.2,78.0,ISLAND VICTORY,IMO9745615,LFXV,99.0,3.0,124.0,25.0,8.2,99.0,A,False,72.0,False,0
257073920,2021-12-31 20:08:22+00:00,29.04122,-89.96923,8.7,76.4,78.0,ISLAND VICTORY,IMO9745615,LFXV,99.0,3.0,124.0,25.0,8.2,99.0,A,False,69.0,False,0
257073920,2021-12-31 20:09:32+00:00,29.04189,-89.96614,8.6,76.5,77.0,ISLAND VICTORY,IMO9745615,LFXV,99.0,3.0,124.0,25.0,8.2,99.0,A,False,70.0,False,0
257073920,2021-12-31 20:10:51+00:00,29.04264,-89.96263,8.7,76.2,78.0,ISLAND VICTORY,IMO9745615,LFXV,99.0,3.0,124.0,25.0,8.2,99.0,A,False,79.0,False,0
257073920,2021-12-31 20:12:02+00:00,29.0433,-89.95945,8.6,76.5,78.0,ISLAND VICTORY,IMO9745615,LFXV,99.0,3.0,124.0,25.0,8.2,99.0,A,False,71.0,False,0
303071000,2022-01-14 02:17:30+00:00,28.9746,-90.03593,10.5,112.1,111.0,GOL DIAMOND,IMO9514547,WDJ7559,90.0,0.0,58.0,14.0,4.1,79.0,A,False,,False,0
303071000,2022-01-14 02:18:31+00:00,28.97347,-90.03271,10.5,112.4,116.0,GOL DIAMOND,IMO9514547,WDJ7559,90.0,0.0,58.0,14.0,4.1,79.0,A,False,61.0,False,0
303071000,2022-02-12 06:35:58+00:00,28.96915,-90.01565,10.3,292.9,291.0,GOL DIAMOND,IMO9514547,WDJ7559,90.0,0.0,58.0,14.0,4.1,79.0,A,False,2521047.0,True,1
303071000,2022-02-12 06:37:19+00:00,28.97052,-90.01974,10.3,288.0,284.0,GOL DIAMOND,IMO9514547,WDJ7559,90.0,0.0,58.0,14.0,4.1,79.0,A,False,81.0,False,1
303071000,2022-02-12 06:38:29+00:00,28.97169,-90.02344,10.3,290.0,286.0,GOL DIAMOND,IMO9514547,WDJ7559,90.0,0.0,58.0,14.0,4.1,79.0,A,False,70.0,False,1
303071000,2022-02-12 06:39:40+00:00,28.9727,-90.02707,10.3,287.3,285.0,GOL DIAMOND,IMO9514547,WDJ7559,90.0,0.0,58.0,14.0,4.1,79.0,A,False,71.0,False,1
303071000,2022-02-12 06:40:58+00:00,28.97381,-90.03119,10.3,285.4,282.0,GOL DIAMOND,IMO9514547,WDJ7559,90.0,0.0,58.0,14.0,4.1,79.0,A,False,78.0,False,1
303071000,2022-02-12 06:42:19+00:00,28.97487,-90.03545,10.3,287.2,286.0,GOL DIAMOND,IMO9514547,WDJ7559,90.0,0.0,58.0,14.0,4.1,79.0,A,False,81.0,False,1
303071000,2022-02-12 06:43:29+00:00,28.97588,-90.03904,10.3,287.8,284.0,GOL DIAMOND,IMO9514547,WDJ7559,90.0,0.0,58.0,14.0,4.1,79.0,A,False,70.0,False,1
303250000,2022-02-23 09:02:30+00:00,29.01491,-90.03341,17.8,86.6,,GINNY LAB,IMO0000569,WDE7226,0.0,5.0,47.0,9.0,2.5,0.0,A,False,,False,0
303250000,2022-02-23 09:03:31+00:00,29.01532,-90.02757,18.4,84.3,,GINNY LAB,IMO0000569,WDE7226,0.0,5.0,47.0,9.0,2.5,0.0,A,False,61.0,False,0
303250000,2022-02-23 09:04:39+00:00,29.01582,-90.02104,17.8,86.2,,GINNY LAB,IMO0000569,WDE7226,0.0,5.0,47.0,9.0,2.5,0.0,A,False,68.0,False,0
303250000,2022-02-23 09:05:41+00:00,29.01629,-90.01521,18.0,87.0,,GINNY LAB,IMO0000569,WDE7226,0.0,5.0,47.0,9.0,2.5,0.0,A,False,62.0,False,0
303250000,2022-02-23 09:06:49+00:00,29.01678,-90.00866,18.1,85.6,,GINNY LAB,IMO0000569,WDE7226,0.0,5.0,47.0,9.0,2.5,0.0,A,False,68.0,False,0
303250000,2022-02-23 09:08:00+00:00,29.01729,-90.00175,18.3,88.8,,GINNY LAB,IMO0000569,WDE7226,0.0,5.0,47.0,9.0,2.5,0.0,A,False,71.0,False,0
303250000,2022-02-23 09:09:01+00:00,29.01772,-89.99592,18.3,82.1,,GINNY LAB,IMO0000569,WDE7226,0.0,5.0,47.0,9.0,2.5,0.0,A,False,61.0,False,0
303250000,2022-02-23 09:10:10+00:00,29.01826,-89.98911,18.6,85.3,,GINNY LAB,IMO0000569,WDE7226,0.0,5.0,47.0,9.0,2.5,0.0,A,False,69.0,False,0
303250000,2022-02-23 09:11:11+00:00,29.01872,-89.98325,18.7,84.8,,GINNY LAB,IMO0000569,WDE7226,0.0,5.0,47.0,9.0,2.5,0.0,A,False,61.0,False,0
303250000,2022-02-23 09:12:21+00:00,29.01921,-89.97635,18.5,92.0,,GINNY LAB,IMO0000569,WDE7226,0.0,5.0,47.0,9.0,2.5,0.0,A,False,70.0,False,0
303250000,2022-02-23 09:13:49+00:00,29.01786,-89.96792,18.0,99.8,,GINNY LAB,IMO0000569,WDE7226,0.0,5.0,47.0,9.0,2.5,0.0,A,False,88.0,False,0
303250000,2022-02-23 09:14:59+00:00,29.01681,-89.96129,18.4,99.5,,GINNY LAB,IMO0000569,WDE7226,0.0,5.0,47.0,9.0,2.5,0.0,A,False,70.0,False,0
303250000,2022-02-23 09:16:01+00:00,29.01566,-89.95554,18.2,103.8,,GINNY LAB,IMO0000569,WDE7226,0.0,5.0,47.0,9.0,2.5,0.0,A,False,62.0,False,0
303250000,2022-02-23 23:30:54+00:00,28.96894,-89.96117,21.6,284.8,,GINNY LAB,IMO0000569,WDE7226,0.0,5.0,47.0,9.0,2.5,0.0,A,False,51293.0,True,1
303250000,2022-02-23 23:31:55+00:00,28.97057,-89.96759,19.3,286.4,,GINNY LAB,IMO0000569,WDE7226,0.0,5.0,47.0,9.0,2.5,0.0,A,False,61.0,False,1
303250000,2022-02-23 23:33:34+00:00,28.97321,-89.97777,19.4,287.1,,GINNY LAB,IMO0000569,WDE7226,0.0,5.0,47.0,9.0,2.5,0.0,A,False,99.0,False,1
303250000,2022-02-23 23:35:05+00:00,28.97564,-89.98746,21.2,287.1,,GINNY LAB,IMO0000569,WDE7226,0.0,5.0,47.0,9.0,2.5,0.0,A,False,91.0,False,1
303250000,2022-02-23 23:36:13+00:00,28.97755,-89.99479,21.4,285.2,,GINNY LAB,IMO0000569,WDE7226,0.0,5.0,47.0,9.0,2.5,0.0,A,False,68.0,False,1
303250000,2022-02-23 23:37:24+00:00,28.97945,-90.00222,21.7,285.9,,GINNY LAB,IMO0000569,WDE7226,0.0,5.0,47.0,9.0,2.5,0.0,A,False,71.0,False,1
303250000,2022-02-23 23:38:55+00:00,28.98181,-90.01192,20.2,282.6,,GINNY LAB,IMO0000569,WDE7226,0.0,5.0,47.0,9.0,2.5,0.0,A,False,91.0,False,1
303250000,2022-02-23 23:40:14+00:00,28.98334,-90.02045,22.3,282.7,,GINNY LAB,IMO0000569,WDE7226,0.0,5.0,47.0,9.0,2.5,0.0,A,False,79.0,False,1
303250000,2022-02-23 23:41:44+00:00,28.98511,-90.02999,19.8,282.5,,GINNY LAB,IMO0000569,WDE7226,0.0,5.0,47.0,9.0,2.5,0.0,A,False,90.0,False,1
303250000,2022-02-23 23:42:55+00:00,28.98649,-90.03781,19.5,282.8,,GINNY LAB,IMO0000569,WDE7226,0.0,5.0,47.0,9.0,2.5,0.0,A,False,71.0,False,1
303250000,2022-03-08 17:43:25+00:00,29.02422,-90.03073,15.8,105.3,,GINNY LAB,IMO0000569,WDE7226,0.0,0.0,47.0,9.0,2.5,0.0,A,False,1101630.0,True,2
303250000,2022-03-08 17:45:30+00:00,29.02129,-90.02058,15.9,106.9,,GINNY LAB,IMO0000569,WDE7226,0.0,0.0,47.0,9.0,2.5,0.0,A,False,125.0,False,2
303250000,2022-03-08 17:46:54+00:00,29.01933,-90.01379,16.0,108.4,,GINNY LAB,IMO0000569,WDE7226,0.0,0.0,47.0,9.0,2.5,0.0,A,False,84.0,False,2
303250000,2022-03-08 17:55:42+00:00,29.01033,-89.97051,15.6,91.1,,GINNY LAB,IMO0000569,WDE7226,0.0,0.0,47.0,9.0,2.5,0.0,A,False,528.0,False,2
303250000,2022-03-08 17:57:07+00:00,29.00992,-89.96331,15.9,92.8,,GINNY LAB,IMO0000569,WDE7226,0.0,0.0,47.0,9.0,2.5,0.0,A,False,85.0,False,2
303250000,2022-03-08 17:58:12+00:00,29.0096,-89.95781,16.0,94.5,,GINNY LAB,IMO0000569,WDE7226,0.0,0.0,47.0,9.0,2.5,0.0,A,False,65.0,False,2
303250000,2022-03-08 17:59:18+00:00,29.00928,-89.95212,16.4,94.6,,GINNY LAB,IMO0000569,WDE7226,0.0,0.0,47.0,9.0,2.5,0.0,A,False,66.0,False,2
303250000,2022-03-09 09:00:08+00:00,28.9684,-89.97305,15.9,279.9,,GINNY LAB,IMO0000569,WDE7226,0.0,0.0,47.0,9.0,2.5,0.0,A,False,54050.0,True,3
303250000,2022-03-09 09:01:14+00:00,28.96932,-89.9785,16.8,282.8,,GINNY LAB,IMO0000569,WDE7226,0.0,0.0,47.0,9.0,2.5,0.0,A,False,66.0,False,3
303250000,2022-03-09 09:02:44+00:00,28.97063,-89.98625,16.7,281.5,,GINNY LAB,IMO0000569,WDE7226,0.0,0.0,47.0,9.0,2.5,0.0,A,False,90.0,False,3
303250000,2022-03-09 09:03:45+00:00,28.97149,-89.99134,15.8,282.5,,GINNY LAB,IMO0000569,WDE7226,0.0,0.0,47.0,9.0,2.5,0.0,A,False,61.0,False,3
303250000,2022-03-09 09:06:08+00:00,28.97356,-90.00346,15.6,284.4,,GINNY LAB,IMO0000569,WDE7226,0.0,0.0,47.0,9.0,2.5,0.0,A,False,143.0,False,3
303250000,2022-03-09 09:08:02+00:00,28.97525,-90.01299,15.9,283.5,,GINNY LAB,IMO0000569,WDE7226,0.0,0.0,47.0,9.0,2.5,0.0,A,False,114.0,False,3
303250000,2022-03-09 09:09:38+00:00,28.97663,-90.02098,15.7,275.6,,GINNY LAB,IMO0000569,WDE7226,0.0,0.0,47.0,9.0,2.5,0.0,A,False,96.0,False,3
303612000,2022-03-13 15:18:20+00:00,29.01068,-89.94982,8.3,273.7,266.0,SEAHAWK,,WDC4870,60.0,0.0,28.0,11.0,,71.0,A,False,,False,0
303612000,2022-03-13 15:19:23+00:00,29.01089,-89.95253,6.1,286.7,277.0,SEAHAWK,,WDC4870,60.0,0.0,28.0,11.0,,71.0,A,False,63.0,False,0
303612000,2022-03-13 15:20:30+00:00,29.01137,-89.95399,3.8,292.8,284.0,SEAHAWK,,WDC4870,60.0,0.0,28.0,11.0,,71.0,A,False,67.0,False,0
303612000,2022-03-13 15:21:33+00:00,29.01173,-89.95579,7.8,266.4,259.0,SEAHAWK,,WDC4870,60.0,0.0,28.0,11.0,,71.0,A,False,63.0,False,0
303612000,2022-03-13 15:22:37+00:00,29.01187,-89.95835,8.0,267.9,259.0,SEAHAWK,,WDC4870,60.0,0.0,28.0,11.0,,71.0,A,False,64.0,False,0
303612000,2022-03-13 15:23:49+00:00,29.0116,-89.96148,8.1,267.7,258.0,SEAHAWK,,WDC4870,60.0,0.0,28.0,11.0,,71.0,A,False,72.0,False,0
303612000,2022-03-13 15:24:56+00:00,29.01148,-89.96439,8.5,258.8,249.0,SEAHAWK,,WDC4870,60.0,0.0,28.0,11.0,,71.0,A,False,67.0,False,0
303612000,2022-03-13 15:26:00+00:00,29.01132,-89.96713,8.4,267.7,258.0,SEAHAWK,,WDC4870,60.0,0.0,28.0,11.0,,71.0,A,False,64.0,False,0
303612000,2022-03-13 15:27:03+00:00,29.01127,-89.96989,7.9,265.2,254.0,SEAHAWK,,WDC4870,60.0,0.0,28.0,11.0,,71.0,A,False,63.0,False,0
303612000,2022-03-13 15:28:20+00:00,29.01112,-89.97321,8.0,268.5,259.0,SEAHAWK,,WDC4870,60.0,0.0,28.0,11.0,,71.0,A,False,77.0,False,0
303612000,2022-03-13 15:29:26+00:00,29.01174,-89.97598,8.1,287.9,278.0,SEAHAWK,,WDC4870,60.0,0.0,28.0,11.0,,71.0,A,False,66.0,False,0
303612000,2022-03-13 15:30:29+00:00,29.01212,-89.9787,8.4,278.3,268.0,SEAHAWK,,WDC4870,60.0,0.0,28.0,11.0,,71.0,A,False,63.0,False,0
303612000,2022-03-13 15:31:33+00:00,29.01292,-89.98137,8.3,286.4,279.0,SEAHAWK,,WDC4870,60.0,0.0,28.0,11.0,,71.0,A,False,64.0,False,0
303612000,2022-03-13 15:32:40+00:00,29.01353,-89.98418,8.4,289.7,281.0,SEAHAWK,,WDC4870,60.0,0.0,28.0,11.0,,71.0,A,False,67.0,False,0
303612000,2022-03-13 15:33:59+00:00,29.01438,-89.98757,8.1,282.7,275.0,SEAHAWK,,WDC4870,60.0,0.0,28.0,11.0,,71.0,A,False,79.0,False,0
303612000,2022-03-13 15:35:06+00:00,29.01486,-89.99043,7.9,274.1,265.0,SEAHAWK,,WDC4870,60.0,0.0,28.0,11.0,,71.0,A,False,67.0,False,0
303612000,2022-03-13 15:36:59+00:00,29.01576,-89.9953,8.1,274.0,270.0,SEAHAWK,,WDC4870,60.0,0.0,28.0,11.0,,71.0,A,False,113.0,False,0
303612000,2022-03-13 15:38:06+00:00,29.01615,-89.99816,8.4,287.7,279.0,SEAHAWK,,WDC4870,60.0,0.0,28.0,11.0,,71.0,A,False,67.0,False,0
303612000,2022-03-13 15:39:13+00:00,29.01667,-90.00096,8.2,277.0,266.0,SEAHAWK,,WDC4870,60.0,0.0,28.0,11.0,,71.0,A,False,67.0,False,0
303612000,2022-03-13 15:40:19+00:00,29.0171,-90.00387,8.1,273.4,266.0,SEAHAWK,,WDC4870,60.0,0.0,28.0,11.0,,71.0,A,False,66.0,False,0
303612000,2022-03-13 15:41:26+00:00,29.01757,-90.00674,8.3,286.4,274.0,SEAHAWK,,WDC4870,60.0,0.0,28.0,11.0,,71.0,A,False,67.0,False,0
303612000,2022-03-13 15:42:27+00:00,29.01801,-90.00933,8.1,268.5,262.0,SEAHAWK,,WDC4870,60.0,0.0,28.0,11.0,,71.0,A,False,61.0,False,0
303612000,2022-03-13 15:43:30+00:00,29.01854,-90.01197,8.2,293.1,283.0,SEAHAWK,,WDC4870,60.0,0.0,28.0,11.0,,71.0,A,False,63.0,False,0
303612000,2022-03-13 15:44:33+00:00,29.01895,-90.01465,8.0,285.4,273.0,SEAHAWK,,WDC4870,60.0,0.0,28.0,11.0,,71.0,A,False,63.0,False,0
303612000,2022-03-13 15:45:36+00:00,29.01954,-90.01735,8.2,277.8,265.0,SEAHAWK,,WDC4870,60.0,0.0,28.0,11.0,,71.0,A,False,63.0,False,0
303612000,2022-03-13 15:47:30+00:00,29.02033,-90.02222,8.3,280.4,271.0,SEAHAWK,,WDC4870,60.0,0.0,28.0,11.0,,71.0,A,False,114.0,False,0
303612000,2022-03-13 15:48:50+00:00,29.0209,-90.02569,8.0,283.7,273.0,SEAHAWK,,WDC4870,60.0,0.0,28.0,11.0,,71.0,A,False,80.0,False,0
303612000,2022-03-13 15:50:30+00:00,29.02168,-90.02993,8.4,284.9,275.0,SEAHAWK,,WDC4870,60.0,0.0,28.0,11.0,,71.0,A,False,100.0,False,0
303612000,2022-03-13 15:51:41+00:00,29.02218,-90.03299,8.3,278.8,269.0,SEAHAWK,,WDC4870,60.0,0.0,28.0,11.0,,71.0,A,False,71.0,False,0
303612000,2022-03-13 15:52:59+00:00,29.02288,-90.03641,8.3,277.4,270.0,SEAHAWK,,WDC4870,60.0,0.0,28.0,11.0,,71.0,A,False,78.0,False,0
338035000,2022-03-17 19:16:19+00:00,28.97252,-90.03707,14.8,114.7,116.0,CAPT. ELLIOT MCCALL,IMO9744453,WDM5094,60.0,0.0,64.0,11.0,2.0,64.0,A,False,,False,0
338035000,2022-03-17 19:17:23+00:00,28.97058,-90.03253,14.9,107.6,108.0,CAPT. ELLIOT MCCALL,IMO9744453,WDM5094,60.0,0.0,64.0,11.0,2.0,64.0,A,False,64.0,False,0
338035000,2022-03-17 19:18:37+00:00,28.96824,-90.02741,15.0,111.9,112.0,CAPT. ELLIOT MCCALL,IMO9744453,WDM5094,60.0,0.0,64.0,11.0,2.0,64.0,A,False,74.0,False,0
338035000,2022-03-18 17:39:37+00:00,28.96835,-90.02495,20.9,328.2,329.0,CAPT. ELLIOT MCCALL,IMO9744453,WDM5094,60.0,0.0,64.0,11.0,2.0,64.0,A,False,80460.0,True,1
338035000,2022-03-18 17:41:07+00:00,28.97272,-90.03174,20.3,281.3,278.0,CAPT. ELLIOT MCCALL,IMO9744453,WDM5094,60.0,0.0,64.0,11.0,2.0,64.0,A,False,90.0,False,1
338035000,2022-03-18 17:42:13+00:00,28.97475,-90.03813,18.5,293.8,294.0,CAPT. ELLIOT MCCALL,IMO9744453,WDM5094,60.0,0.0,64.0,11.0,2.0,64.0,A,False,66.0,False,1
338035000,2022-03-18 23:08:28+00:00,28.97451,-90.03719,19.5,111.4,111.0,CAPT. ELLIOT MCCALL,IMO9744453,WDM5094,60.0,0.0,64.0,11.0,2.0,64.0,A,False,19575.0,True,2
338035000,2022-03-18 23:09:34+00:00,28.97232,-90.03098,19.8,117.0,115.0,CAPT. ELLIOT MCCALL,IMO9744453,WDM5094,60.0,0.0,64.0,11.0,2.0,64.0,A,False,66.0,False,2
338035000,2022-03-18 23:10:39+00:00,28.96996,-90.0248,19.3,112.9,112.0,CAPT. ELLIOT MCCALL,IMO9744453,WDM5094,60.0,0.0,64.0,11.0,2.0,64.0,A,False,65.0,False,2
338035000,2022-03-19 12:51:32+00:00,28.9682,-90.02618,20.0,298.3,300.0,CAPT. ELLIOT MCCALL,IMO9744453,WDM5094,60.0,0.0,64.0,11.0,2.0,64.0,A,False,49253.0,True,3
338035000,2022-03-19 12:52:43+00:00,28.97115,-90.03266,20.3,295.3,293.0,CAPT. ELLIOT MCCALL,IMO9744453,WDM5094,60.0,0.0,64.0,11.0,2.0,64.0,A,False,71.0,False,3
338035000,2022-03-20 20:03:53+00:00,28.97342,-90.03926,18.6,117.1,117.0,CAPT. ELLIOT MCCALL,IMO9744453,WDM5094,60.0,0.0,64.0,11.0,2.0,64.0,A,False,112270.0,True,4
338035000,2022-03-20 20:05:23+00:00,28.96983,-90.03134,18.5,114.0,114.0,CAPT. ELLIOT MCCALL,IMO9744453,WDM5094,60.0,0.0,64.0,11.0,2.0,64.0,A,False,90.0,False,4
338035000,2022-03-24 06:02:05+00:00,28.97202,-90.0344,19.0,114.7,116.0,CAPT. ELLIOT MCCALL,IMO9744453,WDM5094,60.0,0.0,64.0,11.0,2.0,64.0,A,False,295002.0,True,5
338035000,2022-03-24 06:03:12+00:00,28.96955,-90.02862,19.1,117.7,114.0,CAPT. ELLIOT MCCALL,IMO9744453,WDM5094,60.0,0.0,64.0,11.0,2.0,64.0,A,False,67.0,False,5
338035000,2022-03-24 21:15:06+00:00,28.97023,-90.02972,20.6,306.9,305.0,CAPT. ELLIOT MCCALL,IMO9744453,WDM5094,60.0,0.0,64.0,11.0,2.0,64.0,A,False,54714.0,True,6
338035000,2022-03-24 21:16:11+00:00,28.97347,-90.03584,21.3,301.7,302.0,CAPT. ELLIOT MCCALL,IMO9744453,WDM5094,60.0,0.0,64.0,11.0,2.0,64.0,A,False,65.0,False,6
338035000,2022-03-25 09:22:45+00:00,28.97286,-90.03635,19.6,122.5,120.0,CAPT. ELLIOT MCCALL,IMO9744453,WDM5094,60.0,0.0,64.0,11.0,2.0,64.0,A,False,43594.0,True,7
338035000,2022-03-25 09:23:53+00:00,28.97049,-90.02985,19.4,109.1,106.0,CAPT. ELLIOT MCCALL,IMO9744453,WDM5094,60.0,0.0,64.0,11.0,2.0,64.0,A,False,68.0,False,7
338035000,2022-03-26 01:51:18+00:00,28.96979,-90.02344,16.3,294.6,292.0,CAPT. ELLIOT MCCALL,IMO9744453,WDM5094,60.0,0.0,64.0,11.0,2.0,64.0,A,False,59245.0,True,8
338035000,2022-03-26 01:52:24+00:00,28.97199,-90.02857,16.4,293.3,292.0,CAPT. ELLIOT MCCALL,IMO9744453,WDM5094,60.0,0.0,64.0,11.0,2.0,64.0,A,False,66.0,False,8
338035000,2022-03-26 01:53:30+00:00,28.97407,-90.03379,16.5,291.3,295.0,CAPT. ELLIOT MCCALL,IMO9744453,WDM5094,60.0,0.0,64.0,11.0,2.0,64.0,A,False,66.0,False,8
338035000,2022-03-26 01:54:31+00:00,28.97598,-90.03863,16.4,288.4,289.0,CAPT. ELLIOT MCCALL,IMO9744453,WDM5094,60.0,0.0,64.0,11.0,2.0,64.0,A,False,61.0,False,8
338035000,2022-03-27 11:49:12+00:00,28.97338,-90.03906,18.5,117.7,114.0,CAPT. ELLIOT MCCALL,IMO9744453,WDM5094,60.0,0.0,64.0,11.0,2.0,64.0,A,False,122081.0,True,9
338035000,2022-03-27 11:50:48+00:00,28.96986,-90.03073,18.3,116.6,113.0,CAPT. ELLIOT MCCALL,IMO9744453,WDM5094,60.0,0.0,64.0,11.0,2.0,64.0,A,False,96.0,False,9
338035000,2022-03-28 10:57:25+00:00,28.9683,-90.02826,19.3,294.9,294.0,CAPT. ELLIOT MCCALL,IMO9744453,WDM5094,60.0,0.0,64.0,11.0,2.0,64.0,A,False,83197.0,True,10
338035000,2022-03-28 10:58:37+00:00,28.97115,-90.03466,19.2,302.0,304.0,CAPT. ELLIOT MCCALL,IMO9744453,WDM5094,60.0,0.0,64.0,11.0,2.0,64.0,A,False,72.0,False,10
338047000,2021-12-31 10:58:32+00:00,28.98275,-90.03573,19.0,121.5,122.0,FAST RUNNER,IMO9624885,WDG4186,60.0,0.0,51.0,9.0,2.3,70.0,A,False,,False,0
338047000,2021-12-31 11:00:56+00:00,28.97587,-90.0237,19.1,121.2,123.0,FAST RUNNER,IMO9624885,WDG4186,60.0,0.0,51.0,9.0,2.3,70.0,A,False,144.0,False,0
338047000,2021-12-31 11:02:02+00:00,28.97248,-90.01828,19.0,124.9,124.0,FAST RUNNER,IMO9624885,WDG4186,60.0,0.0,51.0,9.0,2.3,70.0,A,False,66.0,False,0
338047000,2021-12-31 11:03:07+00:00,28.96898,-90.01318,19.0,128.6,127.0,FAST RUNNER,IMO9624885,WDG4186,60.0,0.0,51.0,9.0,2.3,70.0,A,False,65.0,False,0
338047000,2022-01-05 12:30:59+00:00,29.00905,-90.03667,21.1,114.8,113.0,FAST RUNNER,IMO9624885,WDG4186,60.0,0.0,51.0,9.0,2.3,70.0,A,False,437272.0,True,1
338047000,2022-01-05 12:32:01+00:00,29.00635,-90.03035,21.1,113.8,112.0,FAST RUNNER,IMO9624885,WDG4186,60.0,0.0,51.0,9.0,2.3,70.0,A,False,62.0,False,1
338047000,2022-01-05 12:33:19+00:00,29.00338,-90.0225,21.0,109.2,113.0,FAST RUNNER,IMO9624885,WDG4186,60.0,0.0,51.0,9.0,2.3,70.0,A,False,78.0,False,1
338047000,2022-01-05 12:34:25+00:00,29.00037,-90.01602,21.0,114.9,118.0,FAST RUNNER,IMO9624885,WDG4186,60.0,0.0,51.0,9.0,2.3,70.0,A,False,66.0,False,1
